number,class,text,score,,class,average,max,min,count,,number of > average,%,number of общий average,%
4075,33,Are there any restrictions on which countries' currencies can be exchanged through this app?,0.544150386,,,,,,,,,,,
4076,33,How can I exchange my yen to dollars?,0.573916712,,,,,,,,,,,
4077,33,Is it possible to convert my euros into pounds?,0.478786575,,,,,,,,,,,
4078,33,Can I exchange my CAD for USD using the app?,0.542540722,,,,,,,,,,,
4079,33,What are the steps for exchanging currencies through the app?,0.654443079,,,,,,,,,,,
4080,33,Is there a limit on how much currency can be exchanged through the app?,0.504633763,,,,,,,,,,,
4081,33,How long does it take to complete a currency exchange on this app?,0.470413069,,,,,,,,,,,
4082,33,Do I need to have a certain amount of money in order to use this feature in the app?,0.326186024,,,,,,,,,,,
4083,33,Can I lock in an exchange rate before completing the transaction using your app?,0.385789325,,,,,,,,,,,
4084,33,Are there any fees associated with exchanging currencies on your app?,0.548491359,,,,,,,,,,,
4085,33,Is it possible to track past currency exchanges made through your application?,0.49668639,,,,,,,,,,,
4086,33,What is the process of currency exchange with your app?,0.591223259,,,,,,,,,,,
4087,33,Can I swap my currency using this app?,0.611766576,,,,,,,,,,,
4088,33,Is it possible to trade currencies via the app?,0.607504447,,,,,,,,,,,
4089,33,Do you support currency exchange on the app?,0.604993691,,,,,,,,,,,
4090,33,Can I transfer from USD to AUD using your app?,0.513556882,,,,,,,,,,,
4091,33,How can I convert my money to a different currency with your app?,0.61406228,,,,,,,,,,,
4092,33,What are the available currencies for exchange on your platform?,0.548565063,,,,,,,,,,,
4093,33,How do I change from GBP to another currency in your app?,0.656826434,,,,,,,,,,,
4094,33,Does this application facilitate foreign exchange services?,0.380379238,,,,,,,,,,,
4095,33,Can you guide me through exchanging currencies on the mobile platform?,0.614666962,,,,,,,,,,,
4096,33,Is it possible to exchange currencies using your service?,0.612268004,,,,,,,,,,,
4097,33,What is the process to exchange currency on your platform?,0.594544628,,,,,,,,,,,
4098,33,Can you provide me with a list of available currencies for exchange?,0.526136489,,,,,,,,,,,
4099,33,How do I determine the current exchange rate between two currencies?,0.469973299,,,,,,,,,,,
4100,33,Can I set up an automatic currency exchange on your app?,0.60854168,,,,,,,,,,,
4101,33,Is there a maximum limit for currency exchanges through your platform?,0.443663916,,,,,,,,,,,
4102,33,How long does it take for a currency exchange to be completed on your app?,0.480530323,,,,,,,,,,,
4103,33,Are there any fees associated with exchanging currencies on this app?,0.556160822,,,,,,,,,,,
4104,33,What security measures are in place for currency exchanges made through this app?,0.498508864,,,,,,,,,,,
4105,33,Can I track the status of my ongoing currency exchanges in real-time?,0.394979653,,,,,,,,,,,
4106,33,What foreign currencies can I convert on the app?,0.59256676,,,,,,,,,,,
4107,33,Am I able to include a new currency to my account?,0.552557014,,,,,,,,,,,
4108,33,What is the process of converting AUD to GBP via the app?,0.398694868,,,,,,,,,,,
4109,33,Is it feasible for me to switch my current currency with another one through this app?,0.583087083,,,,,,,,,,,
4110,33,"I desire to exchange currencies via the application, how do I proceed with it?",0.631889816,,,,,,,,,,,
4111,33,How can I exchange one currency for another using this platform?,0.628087918,,,,,,,,,,,
4112,33,Do you allow customers to swap currencies on your application?,0.546999286,,,,,,,,,,,
4113,33,Am I capable of turning money into a different currency by using this service?,0.542994932,,,,,,,,,,,
4114,33,"I am interested in changing my present monetary unit, how would that work?",0.427683849,,,,,,,,,,,
4115,33,Kindly advise me on changing my current type of currency.,0.542652044,,,,,,,,,,,
4116,33,Is it possible to swap my Euros for US dollars with this app?,0.56855438,,,,,,,,,,,
4117,33,How do I convert my Japanese yen to Canadian dollars using your app?,0.527424756,,,,,,,,,,,
4118,33,Can I use your app to exchange between Swiss francs and British pounds?,0.577225646,,,,,,,,,,,
4119,33,What is the process of exchanging currencies using this app?,0.616962926,,,,,,,,,,,
4120,33,Can I exchange my Chinese yuan for Australian dollars through your platform?,0.528193169,,,,,,,,,,,
4121,33,How can I exchange Mexican pesos for Euro with this app?,0.532534932,,,,,,,,,,,
4122,33,Do you have a list of all available currencies for exchange on the app?,0.57700799,,,,,,,,,,,
4123,33,Is there a limit on how much currency I can exchange using this platform?,0.489267591,,,,,,,,,,,
4124,33,How long does it take to complete a currency exchange transaction in the app?,0.435189773,,,,,,,,,,,
4125,33,Can you guide me through exchanging Indian rupees into Singaporean dollars via the mobile application?,0.502272794,,,,,,,,,,,
4126,33,Is it possible to convert my currency using this app?,0.606144301,,,,,,,,,,,
4127,33,What are the available options for currency exchange?,0.602181914,,,,,,,,,,,
4128,33,How do I change from AUD to USD on this app?,0.55255796,,,,,,,,,,,
4129,33,Can I exchange CAD and EUR through your app?,0.452435366,,,,,,,,,,,
4130,33,Can you guide me on how to exchange currencies using this platform?,0.624417746,,,,,,,,,,,
4131,33,What is the process of exchanging JPY with USD in the app?,0.522264843,,,,,,,,,,,
4132,33,Is it safe to perform a currency conversion on this app?,0.520899796,,,,,,,,,,,
4133,33,What is the minimum amount required for currency exchange through your platform?,0.494433345,,,,,,,,,,,
4134,33,Can I view the latest exchange rates before making a transaction?,0.358840116,,,,,,,,,,,
4135,33,How fast can I expect my currency conversion to be completed?,0.36842658,,,,,,,,,,,
4136,33,I need to change my currency but I'm not sure how to do it on the app.,0.594386682,,,,,,,,,,,
4137,33,Can I switch between currencies easily with this app?,0.618346103,,,,,,,,,,,
4138,33,Will the app let me convert CAD to USD?,0.498408163,,,,,,,,,,,
4139,33,How do I exchange currency using your service?,0.621256412,,,,,,,,,,,
4140,33,Is it possible to exchange cryptocurrency in your app as well?,0.509451058,,,,,,,,,,,
4141,33,Can you guide me through the process of changing pounds into euros on this app?,0.552585471,,,,,,,,,,,
4142,33,"Instead of euros, can I exchange my yen for dollars using your platform?",0.559962707,,,,,,,,,,,
4143,33,What are the fees for exchanging currencies through your application?,0.524036066,,,,,,,,,,,
4144,33,Does your currency exchange offer competitive rates compared to other services?,0.44999048,,,,,,,,,,,
4145,33,What is the minimum amount needed for a successful currency transfer via this app?,0.467990419,,,,,,,,,,,
4146,33,Is currency exchange an option on the app?,0.620344421,,,,,,,,,,,
4147,33,Can I swap currencies through this app?,0.598736659,,,,,,,,,,,
4148,33,Is it easy to convert money with the app?,0.463591476,,,,,,,,,,,
4149,33,What currencies can I exchange using this app?,0.647000699,,,,,,,,,,,
4150,33,Can I change my currency in just a few clicks with your app?,0.556477744,,,,,,,,,,,
4151,33,How do I convert my foreign currency into my local currency using the app?,0.57734928,,,,,,,,,,,
4152,33,Do you have a feature for exchanging different currencies on your app?,0.645437255,,,,,,,,,,,
4153,33,Can I easily switch between different currencies with your mobile application?,0.587774832,,,,,,,,,,,
4154,33,Does your mobile platform allow me to exchange between currencies quickly and easily?,0.561980073,,,,,,,,,,,
4155,33,What other options are available for exchanging money through your application?,0.451521949,,,,,,,,,,,
4156,33,Can I use the app to change one currency for another?,0.626237509,,,,,,,,,,,
4157,33,Is it possible to swap USD for different currencies with this app?,0.587604247,,,,,,,,,,,
4158,33,How do I convert my money to a different type of currency in the app?,0.590737801,,,,,,,,,,,
4159,33,What's the process of exchanging currencies on this platform?,0.572876103,,,,,,,,,,,
4160,33,How can I exchange AUD instead of UK currency using this app?,0.588537746,,,,,,,,,,,
4161,33,Can you guide me through the steps to exchange currencies with your application?,0.626078801,,,,,,,,,,,
4162,33,What are my options for exchanging foreign currencies through your app?,0.637457281,,,,,,,,,,,
4163,33,Will your app allow me to switch between multiple types of money quickly and easily?,0.418670598,,,,,,,,,,,
4164,33,How do I go about changing GBP to AUD using your application?,0.387454321,,,,,,,,,,,
4165,33,What is involved in making a successful transaction when exchanging money through this platform?,0.379902836,,,,,,,,,,,
4166,33,Is it possible to swap currencies using this app?,0.582880684,,,,,,,,,,,
4167,33,What is the currency exchange process in this app?,0.574061963,,,,,,,,,,,
4168,33,How do I convert my currency using this app?,0.591400563,,,,,,,,,,,
4169,33,Can I trade in multiple currencies on this platform?,0.570808707,,,,,,,,,,,
4170,33,Is there a limit on how much I can exchange through the app?,0.369493516,,,,,,,,,,,
4171,33,What is the minimum amount of currency that can be exchanged on the app?,0.52643168,,,,,,,,,,,
4172,33,Does the platform support international currency exchanges as well?,0.529603907,,,,,,,,,,,
4173,33,Can you recommend a reliable currency conversion rate for my transaction on this app?,0.500085621,,,,,,,,,,,
4174,33,Is there an option for automatic currency conversion in real-time available here?,0.48330098,,,,,,,,,,,
4175,33,Can I transfer money between different bank accounts using your portal?,0.360820982,,,,,,,,,,,
4176,33,What are the currency exchange rates for this app?,0.552111704,,,,,,,,,,,
4177,33,Can I check the currency exchange rates before exchanging?,0.523311,,,,,,,,,,,
4178,33,How do I know if I'm getting a good deal on currency exchange?,0.451597242,,,,,,,,,,,
4179,33,What is the maximum amount of money that can be exchanged through this app?,0.378439718,,,,,,,,,,,
4180,33,Does exchanging currencies in this app require a fee or commission?,0.56850016,,,,,,,,,,,
4181,33,Is it possible to set up automatic currency exchanges using this app?,0.576845797,,,,,,,,,,,
4182,33,How long does it take for exchanged currencies to show up in my account on the app?,0.467152734,,,,,,,,,,,
4183,33,Can I track my exchanged currencies through the app?,0.57743926,,,,,,,,,,,
4184,33,How secure is exchanging currencies through this app?,0.533933081,,,,,,,,,,,
4185,33,Are there any restrictions on what currencies can be exchanged using this app?,0.585253735,,,,,,,,,,,
4186,34,What is the reason for the additional charge on my account?,0.56175129,,,,,,,,,,,
4187,34,"I noticed an unexpected charge of €1 on my statement, can you explain it?",0.597041519,,,,,,,,,,,
4188,34,Why am I seeing an extra dollar fee in my transaction history?,0.535756376,,,,,,,,,,,
4189,34,What is this unexplained £1 expense on my statement?,0.559012864,,,,,,,,,,,
4190,34,There seems to be a mysterious $1 charge on my account.,0.576156596,,,,,,,,,,,
4191,34,Can you clarify why there's a 1 euro fee attached to this purchase?,0.478550038,,,,,,,,,,,
4192,34,"I'm confused about this extra pound that was charged, can you help me understand it better?",0.512353699,,,,,,,,,,,
4193,34,Why has another dollar been added to my bill?,0.468632924,,,,,,,,,,,
4194,34,My bank statement shows an unknown €1 deduction. What is it for?,0.450845899,,,,,,,,,,,
4195,34,Can you explain the reason for an additional $1 charge on my statement?,0.619935031,,,,,,,,,,,
4196,34,"There is a pending 1£ charge on my statement that I didn't make, could you clarify this?",0.606193448,,,,,,,,,,,
4197,34,"My app shows me an extra €1 charge, what does it mean?",0.556038168,,,,,,,,,,,
4198,34,What does the service fee on my statement represent?,0.523750822,,,,,,,,,,,
4199,34,Could you please investigate why I was charged an extra pound in my transaction?,0.575391598,,,,,,,,,,,
4200,34,"I don't recall making a purchase worth 1$, why do I see this charge on my account statement?",0.592857933,,,,,,,,,,,
4201,34,Why am I seeing an unknown fee of 1L in my billing history?,0.549683622,,,,,,,,,,,
4202,34,Please provide details about the €1 extra fee debited from my account.,0.534599628,,,,,,,,,,,
4203,34,What's the explanation for the unexpected £1 deduction from my card?,0.461596223,,,,,,,,,,,
4204,34,I didn't expect to see a random charge of £1 on my account. Can you explain it?,0.564881876,,,,,,,,,,,
4205,34,What is the reason for a $1 extra fee that appeared on my statement?,0.657407815,,,,,,,,,,,
4206,34,"I have been charged an unexpected amount, can you help me understand what this charge is for?",0.533605591,,,,,,,,,,,
4207,34,Why was I charged more than the actual purchase price listed in the receipt?,0.523476495,,,,,,,,,,,
4208,34,"I don't recognize this transaction, why am I being charged an extra €1?",0.561535988,,,,,,,,,,,
4209,34,I would like to know why there's a hidden fee associated with my account.,0.530712561,,,,,,,,,,,
4210,34,What's with this additional 1£ charge that keeps showing up as pending in my statement?,0.626298041,,,,,,,,,,,
4211,34,Could you please elaborate on why there's an unidentified debit in my account statement?,0.402501998,,,,,,,,,,,
4212,34,Why was I overcharged and how can I get refunded for it?,0.445149076,,,,,,,,,,,
4213,34,"There seems to be some confusion with regards to what this fee actually covers. Could you shed some light on it, please?",0.492698596,,,,,,,,,,,
4214,34,What's the reason for the unexplained charge of 1€ on my statement?,0.632646324,,,,,,,,,,,
4215,34,I was billed an additional $1. Can you explain why?,0.623327419,,,,,,,,,,,
4216,34,Why is there a $1 extra charge on my account?,0.614930102,,,,,,,,,,,
4217,34,Could you please explain why I have been charged an extra pound on my statement?,0.634005385,,,,,,,,,,,
4218,34,Where did the unexpected charge of €1 come from in my statement?,0.562893626,,,,,,,,,,,
4219,34,I just noticed a $1 charge that wasn't made by me. Could you help me understand what it means and where it came from?,0.532363539,,,,,,,,,,,
4220,34,Please clarify why there's a 1£ fee appearing as pending in my account.,0.5670743,,,,,,,,,,,
4221,34,Can you tell me what this €1 fee is for that appears on my statement?,0.55759834,,,,,,,,,,,
4222,34,Why am I being charged an additional amount of money on this transaction? Can someone assist me with this query please?,0.554467437,,,,,,,,,,,
4223,34,Why have I been charged extra for one dollar while making a transaction online?,0.571796697,,,,,,,,,,,
4224,34,Can you explain the additional charge of 1£ on my bill?,0.575253147,,,,,,,,,,,
4225,34,"I don't remember making a purchase for 1 euro, why is it showing up on my statement?",0.468007292,,,,,,,,,,,
4226,34,"There's an unexpected fee of $1 on my account, can you help me understand why?",0.598786702,,,,,,,,,,,
4227,34,Why was I charged an extra pound when I made a transaction?,0.595046518,,,,,,,,,,,
4228,34,Can you tell me what the 1 euro fee is for on my statement?,0.495324063,,,,,,,,,,,
4229,34,I'm confused as to why there's a pending charge of $1 on my account.,0.583647063,,,,,,,,,,,
4230,34,What does the extra £1 charge mean in my transaction history?,0.590692014,,,,,,,,,,,
4231,34,"There's a random $1 transaction showing up in my statement, what is it for?",0.425328351,,,,,,,,,,,
4232,34,Could you clarify the reason behind the 1€ charge that appeared on my bill recently?,0.593501653,,,,,,,,,,,
4233,34,I'm seeing an additional fee of £1 and would like to know why it was charged.,0.58891174,,,,,,,,,,,
4234,34,There's an unexpected dollar charged on my account that I didn't authorize.,0.494234979,,,,,,,,,,,
4235,34,I'm confused about a £1 pending charge on my statement. Can you help me understand it?,0.595141982,,,,,,,,,,,
4236,34,I need clarification on this €1 extra fee in my statement.,0.576735062,,,,,,,,,,,
4237,34,I noticed an additional £1 charge that appeared out of nowhere. What is it for?,0.560955575,,,,,,,,,,,
4238,34,Can you explain why there is a $1 charge on my statement that I don't recognize?,0.578967787,,,,,,,,,,,
4239,34,What's the reason for the 1£ odd transaction appearing as pending on my account?,0.451960667,,,,,,,,,,,
4240,34,Why am I seeing another fee added to my statement?,0.626651317,,,,,,,,,,,
4241,34,What is this unaccounted for dollar transaction showing up in my statement?,0.479791756,,,,,,,,,,,
4242,34,"There's a small £1 charge from a mystery vendor, can anyone tell me what the purchase was for?",0.495035277,,,,,,,,,,,
4243,34,"My account shows an error with an extra €1 charge, any idea what happened here?",0.528916637,,,,,,,,,,,
4244,35,I am having trouble completing a standard transfer. What could be the issue?,0.638587493,,,,,,,,,,,
4245,35,Why does my transfer keep getting denied? I've tried five times already.,0.627792408,,,,,,,,,,,
4246,35,My attempts to make a transfer have been unsuccessful thus far. Can you assist me?,0.654713998,,,,,,,,,,,
4247,35,I'm experiencing difficulty with transferring money. Is there something wrong with the system?,0.572760808,,,,,,,,,,,
4248,35,Is there an error in my account that would cause my transfer to fail repeatedly?,0.617021105,,,,,,,,,,,
4249,35,"After countless tries, I still can't complete a basic transfer. Can you help me out?",0.609939264,,,,,,,,,,,
4250,35,What's preventing me from making this standard transfer? It keeps failing every time.,0.628649818,,,,,,,,,,,
4251,35,Why is it impossible for me to send money through your system right now?,0.446528742,,,,,,,,,,,
4252,35,"I am having trouble completing a transfer, can you help me?",0.658086134,,,,,,,,,,,
4253,35,"My attempted transfer resulted in an error message, why is that?",0.682400206,,,,,,,,,,,
4254,35,Could you please assist me with this failed transfer?,0.648154579,,,,,,,,,,,
4255,35,I need to send money but the transaction keeps failing. What's causing this issue?,0.47977609,,,,,,,,,,,
4256,35,Why is my transfer not going through even though I have enough funds?,0.617208226,,,,,,,,,,,
4257,35,What are the possible reasons for a failed money transfer and how to fix them?,0.58926707,,,,,,,,,,,
4258,35,I am receiving error messages while trying to make a transfer. Can you help me understand what seems to be the issue here?,0.634516592,,,,,,,,,,,
4259,35,The online platform has declined my request for a bank transfer without offering any explanation.,0.47708936,,,,,,,,,,,
4260,35,How long does it take for transfers to process on your system ?,0.411994586,,,,,,,,,,,
4261,35,What could be causing the delay in processing my pending transfers?,0.450853308,,,,,,,,,,,
4262,35,I'm having trouble sending money via transfer.,0.57903338,,,,,,,,,,,
4263,35,"My attempted transfer was unsuccessful, why?",0.679901079,,,,,,,,,,,
4264,35,Why isn't my bank transfer going through?,0.559650631,,,,,,,,,,,
4265,35,I've tried multiple times to make a standard bank transfer and it keeps failing. Can you tell me what's wrong?,0.58791003,,,,,,,,,,,
4266,35,What could be the reason for my failed money transfer?,0.620603235,,,,,,,,,,,
4267,35,"My transaction keeps getting declined, can you help me understand why?",0.425494588,,,,,,,,,,,
4268,35,Why does my account show that the transfer failed?,0.685650227,,,,,,,,,,,
4269,35,Can you investigate why my bank rejected this wire transfer I made earlier today?,0.509879114,,,,,,,,,,,
4270,35,My electronic funds tranfer didn't go through. What could be the cause?,0.477125512,,,,,,,,,,,
4271,35,"I'm having trouble with my transfer, it keeps getting rejected. Can you help me figure out why?",0.690375198,,,,,,,,,,,
4272,35,"I attempted to do a transfer but received an error message, what does it mean?",0.669925403,,,,,,,,,,,
4273,35,"My payment failed to go through, can you tell me what went wrong?",0.456559659,,,,,,,,,,,
4274,35,I'm trying to make a payment but the transfer won't go through.,0.58978879,,,,,,,,,,,
4275,35,What are some possible reasons for a failed bank transfer?,0.538141916,,,,,,,,,,,
4276,35,Why am I experiencing issues while transferring funds from my account?,0.521464173,,,,,,,,,,,
4277,35,I need assistance with making a bank transfer. The last few attempts have not gone through.,0.537322951,,,,,,,,,,,
4278,35,My transfer has been unsuccessful multiple times now. What steps should I take next?,0.647867335,,,,,,,,,,,
4279,35,"Every time I try to make a payment, it gets declined. What could be causing this issue?",0.359517021,,,,,,,,,,,
4280,35,"I'm experiencing some difficulties trying to make a transfer, can you help me out?",0.653147161,,,,,,,,,,,
4281,35,Why does my transfer continue to fail every time I try?,0.658649467,,,,,,,,,,,
4282,35,"I cannot complete my transfer, what could be going wrong?",0.705371791,,,,,,,,,,,
4283,35,Could there be any system issues causing my transfer to fail constantly?,0.588476303,,,,,,,,,,,
4284,35,My attempt at transferring money from one bank account to another has been unsuccessful.,0.584177237,,,,,,,,,,,
4285,35,Why won't the recipient's bank accept the funds? I keep getting a failed transaction response.,0.494935188,,,,,,,,,,,
4286,35,Please let me know why my standard bank transfer was not successful.,0.631814222,,,,,,,,,,,
4287,35,I keep getting an error message whenever I try making a transfer. What can be done about it?,0.620800661,,,,,,,,,,,
4288,35,"I'm having trouble completing a transfer, can you help me figure out why?",0.682791049,,,,,,,,,,,
4289,35,"My funds transfer has failed, what's the problem?",0.617955644,,,,,,,,,,,
4290,35,Why is my transfer not going through even though everything seems correct?,0.651414257,,,,,,,,,,,
4291,35,"I keep getting an error message when I try to make a transfer, what should I do?",0.641591,,,,,,,,,,,
4292,35,"I attempted to transfer funds, but the transaction was rejected.",0.587886814,,,,,,,,,,,
4293,35,I cannot seem to make a successful transfer from my account.,0.68011562,,,,,,,,,,,
4294,35,My attempts to complete a standard bank transfer have all failed.,0.600740252,,,,,,,,,,,
4295,35,"The reason for my failed transfer is unclear, can you assist me in understanding it?",0.637864165,,,,,,,,,,,
4296,35,I keep getting an error when attempting to make a money transfer. What could be causing this issue?,0.550059372,,,,,,,,,,,
4297,35,I've had trouble transferring money multiple times this week. Is there something wrong with your system?,0.551435863,,,,,,,,,,,
4298,35,The system keeps rejecting my attempt at transferring funds. Can you help me resolve the issue?,0.600012111,,,,,,,,,,,
4299,35,My transfers keep failing and I don't know how to fix it. Can someone please assist me?,0.673856485,,,,,,,,,,,
4300,35,Why does my attempt at making a simple bank transfer keep failing?,0.602029125,,,,,,,,,,,
4301,35,My attempt to transfer funds was unsuccessful.,0.606728669,,,,,,,,,,,
4302,35,Can you help me troubleshoot why my transfer keeps getting rejected?,0.665092317,,,,,,,,,,,
4303,35,"I'm having trouble completing a payment, can someone assist me?",0.41400369,,,,,,,,,,,
4304,35,What could be causing my transfer to keep failing? I've already tried several times.,0.680575216,,,,,,,,,,,
4305,35,I'm trying to send money but it's not going through. What's happening?,0.490572949,,,,,,,,,,,
4306,35,Why am I receiving an error message when trying to make a transfer?,0.645867322,,,,,,,,,,,
4307,35,My mortgage payment is not going through and I need assistance figuring out the issue.,0.283539451,,,,,,,,,,,
4308,35,What's wrong with the system? My transfers keep getting declined.,0.612718409,,,,,,,,,,,
4309,35,I need help resolving an issue preventing me from making a successful bank transfer.,0.588745668,,,,,,,,,,,
4310,35,I'm having trouble completing a transfer. Can you assist?,0.633128386,,,,,,,,,,,
4311,35,My transfer keeps getting declined. Can you tell me why?,0.641062894,,,,,,,,,,,
4312,35,"I attempted to make a transfer, but it's not working.",0.664997451,,,,,,,,,,,
4313,35,What could be causing my transfer to fail repeatedly?,0.628469625,,,,,,,,,,,
4314,35,The system won't let me complete my transfer - what should I do?,0.64281073,,,,,,,,,,,
4315,35,I'm having issues with transferring funds - can someone help me out?,0.531618778,,,,,,,,,,,
4316,35,Why am I unable to complete a standard transfer?,0.635761005,,,,,,,,,,,
4317,35,My attempt at transferring money has been unsuccessful. Help please!,0.620507953,,,,,,,,,,,
4318,35,Why is my account unable to process transfers correctly?,0.634519337,,,,,,,,,,,
4319,35,Can you help diagnose why I keep failing at making this payment?,0.441464596,,,,,,,,,,,
4320,35,"I keep receiving an error message every time I try to complete a transfer, can you help me with this issue?",0.6228373,,,,,,,,,,,
4321,35,What is causing my transfers to fail repeatedly?,0.582340451,,,,,,,,,,,
4322,35,"My funds transfer was declined, what could be the possible reason?",0.531740219,,,,,,,,,,,
4323,35,Why am I unable to make a successful transfer even though I have sufficient balance in my account?,0.617907843,,,,,,,,,,,
4324,35,"I'm having trouble completing a money transfer, can you assist me please?",0.609776142,,,,,,,,,,,
4325,35,"My attempted transaction did not go through, can you check why and help me complete the transfer?",0.618652875,,,,,,,,,,,
4326,35,Can you please explain why my funds didn't get transferred successfully and how I can fix it?,0.60373428,,,,,,,,,,,
4327,35,The payment failed for some unknown reason when trying to make a transaction. Can you provide any insight as to what went wrong?,0.469632793,,,,,,,,,,,
4328,35,Why do all of my transfers result in errors?,0.633252068,,,,,,,,,,,
4329,35,I'm constantly getting an error whenever I attempt to finalize this transaction. What's causing this issue?,0.387840242,,,,,,,,,,,
4330,35,I am unable to send money via bank transfer.,0.51570791,,,,,,,,,,,
4331,35,Can you explain why my recent transfer failed?,0.710435487,,,,,,,,,,,
4332,35,What could have caused my transfer to be unsuccessful?,0.680415353,,,,,,,,,,,
4333,35,"My bank transaction keeps getting declined, what's the problem?",0.454118706,,,,,,,,,,,
4334,35,"I'm having trouble making a successful bank transfer, can you help me troubleshoot the issue?",0.622890146,,,,,,,,,,,
4335,35,"I attempted to make a standard bank transfer, but it was not accepted.",0.539330587,,,,,,,,,,,
4336,35,Why did my attempt at transferring funds fail?,0.605564666,,,,,,,,,,,
4337,35,My transaction keeps failing for some reason. What is happening here?,0.439910848,,,,,,,,,,,
4338,35,Why is my bank transfer not going through?,0.572023478,,,,,,,,,,,
4339,35,My mortgage payment keeps getting rejected. What can I do to fix this?,0.370208209,,,,,,,,,,,
4340,35,I need assistance with making a successful transfer. Can you help me figure out what's causing the error message?,0.658932864,,,,,,,,,,,
4341,35,I'm having trouble transferring money to my son's account for his tuition fee. Can you help me understand why the transaction failed?,0.499534544,,,,,,,,,,,
4342,35,What could be causing my transfer to fail? I've checked and have enough funds in my account.,0.67646821,,,,,,,,,,,
4343,35,I attempted to complete a standard bank transfer but it failed. What could be the problem?,0.632936308,,,,,,,,,,,
4344,35,Why am I unable to send money through your system? It keeps failing each time.,0.490232737,,,,,,,,,,,
4345,35,Why am I receiving an error message when trying to make a payment for online shopping? My debit card has enough balance for the transaction.,0.364055771,,,,,,,,,,,
4346,35,"The automated teller machine keeps declining withdrawals from my account, what is wrong and how can I fix it?",0.324980703,,,,,,,,,,,
4347,35,I can't seem to complete this transfer. Can you help me?,0.593292132,,,,,,,,,,,
4348,35,The transfer I sent didn't go through. Can you tell me why?,0.669270664,,,,,,,,,,,
4349,35,"I'm having trouble with a failed transfer, can you give me some advice?",0.677187538,,,,,,,,,,,
4350,35,Why is my money transfer not going through?,0.576955662,,,,,,,,,,,
4351,35,"My friend still hasn't received the money I transferred, what could be the issue?",0.505583386,,,,,,,,,,,
4352,35,What's causing my bank transaction to keep failing?,0.448058745,,,,,,,,,,,
4353,35,"I keep getting an error message when trying to complete a bank transfer, what should I do?",0.596096776,,,,,,,,,,,
4354,35,"The automated system says my transaction was unsuccessful, but why exactly did it fail?",0.467119752,,,,,,,,,,,
4355,35,Can someone assist me in figuring out why my online payment keeps failing?,0.411011746,,,,,,,,,,,
4356,35,When attempting to make a payment online it always fails - any ideas why this keeps happening?,0.393397935,,,,,,,,,,,
4357,36,What is the maximum number of currencies that can be held in my account?,0.556101546,,,,,,,,,,,
4358,36,Is it possible to exchange non-major currencies?,0.561244829,,,,,,,,,,,
4359,36,Can I choose my account currency from a list?,0.538539436,,,,,,,,,,,
4360,36,Which fiat currencies have the highest exchange rates?,0.569144408,,,,,,,,,,,
4361,36,What are the restrictions on holding money in multiple currencies?,0.61442832,,,,,,,,,,,
4362,36,Which fiat currencies are available to hold and exchange?,0.689760954,,,,,,,,,,,
4363,36,What is the maximum number of currencies I can hold in my account?,0.550200089,,,,,,,,,,,
4364,36,Do you support any cryptocurrencies for exchange or holding?,0.540706225,,,,,,,,,,,
4365,36,Are there any fees associated with exchanging fiat currencies?,0.496481597,,,,,,,,,,,
4366,36,Can I withdraw my funds in any supported fiat currency?,0.51728159,,,,,,,,,,,
4367,36,How often do you update the list of supported fiat currencies?,0.517616428,,,,,,,,,,,
4368,36,Are there any restrictions on the amount of money I can hold in a certain currency?,0.558631746,,,,,,,,,,,
4369,36,Which countries' currencies are not supported by your system?,0.57748082,,,,,,,,,,,
4370,36,Do you offer competitive exchange rates for all supported fiat currencies?,0.603880534,,,,,,,,,,,
4371,36,Is it possible to transfer funds from one currency to another within my account?,0.46141988,,,,,,,,,,,
4372,36,Which types of flat currencies do you accept?,0.604284215,,,,,,,,,,,
4373,36,Can I hold currency in various fiat types?,0.610409679,,,,,,,,,,,
4374,36,Please inform me about the fiat currencies that are supported here.,0.640960485,,,,,,,,,,,
4375,36,Are there other types of fiat currency supported apart from USD and EUR?,0.604779141,,,,,,,,,,,
4376,36,What flat currencies can be used for trading and holding?,0.637248751,,,,,,,,,,,
4377,36,Do you have any restrictions on which fiat currencies can be exchanged here?,0.657630164,,,,,,,,,,,
4378,36,Which countries' money can I hold in my account?,0.494115739,,,,,,,,,,,
4379,36,Can I use different flat currency accounts for multiple transactions here?,0.404749811,,,,,,,,,,,
4380,36,In which currencies can I hold my funds?,0.644065874,,,,,,,,,,,
4381,36,Is there support for holding multi-currencies?,0.627810408,,,,,,,,,,,
4382,36,What fiat currencies are supported by your system for me to store and trade in?,0.653249462,,,,,,,,,,,
4383,36,Are all flat currencies accepted for holding and exchanging?,0.587479237,,,,,,,,,,,
4384,36,"Can I hold money in a foreign currency other than EUR, USD or GBP?",0.592888646,,,,,,,,,,,
4385,36,What are the different flat currencies that I can maintain on this platform?,0.59580566,,,,,,,,,,,
4386,36,Do you provide support to hold money of multiple countries' origin?,0.448426374,,,,,,,,,,,
4387,36,Which fiat exchanges do you allow on your platform?,0.573237458,,,,,,,,,,,
4388,36,I am interested in knowing about the fiat currency options available with you. Can you please help me out?,0.579466662,,,,,,,,,,,
4389,36,Are there any restrictions regarding the number of fiat currencies one can maintain on this platform?,0.589484817,,,,,,,,,,,
4390,36,What fiat currencies do you accept for exchange and holding?,0.688103243,,,,,,,,,,,
